출발행정코드,도착행정코드,출발 주소,도착 주소,출발_lat,출발_lon,도착_lat,도착_lon
5011052000,5011052000,제주특별자치도 제주시 일도2동,제주특별자치도 제주시 일도2동,33.5116350824138,126.538286876716,33.5116350824138,126.538286876716
5011052000,5011052000,제주특별자치도 제주시 일도2동,제주특별자치도 제주시 일도2동,33.5116350824138,126.538286876716,33.5116350824138,126.538286876716
5011052000,5011052000,제주특별자치도 제주시 일도2동,제주특별자치도 제주시 일도2동,33.5116350824138,126.538286876716,33.5116350824138,126.538286876716
5011052000,5011052000,제주특별자치도 제주시 일도2동,제주특별자치도 제주시 일도2동,33.5116350824138,126.538286876716,33.5116350824138,126.538286876716
5011052000,5011066000,제주특별자치도 제주시 일도2동,제주특별자치도 제주시 노형동,33.5116350824138,126.538286876716,33.4830787814711,126.477191625107
5011063000,5011025000,제주특별자치도 제주시 아라동,제주특별자치도 제주시 한림읍,33.4763364525424,126.545269320542,33.4105783903146,126.266790495497
5011025000,5011025000,제주특별자치도 제주시 한림읍,제주특별자치도 제주시 한림읍,33.4105783903146,126.266790495497,33.4105783903146,126.266790495497
5011025000,5011063000,제주특별자치도 제주시 한림읍,제주특별자치도 제주시 아라동,33.4105783903146,126.266790495497,33.4763364525424,126.545269320542
5013025000,5013025000,제주특별자치도 서귀포시 대정읍,제주특별자치도 서귀포시 대정읍,33.226678134706,126.251842356115,33.226678134706,126.251842356115
5013025000,5011058000,제주특별자치도 서귀포시 대정읍,제주특별자치도 제주시 용담2동,33.226678134706,126.251842356115,33.5114717601179,126.511681792485
5011058000,5013025000,제주특별자치도 제주시 용담2동,제주특별자치도 서귀포시 대정읍,33.5114717601179,126.511681792485,33.226678134706,126.251842356115
5011065000,5011065000,제주특별자치도 제주시 연동,제주특별자치도 제주시 연동,33.4881587278291,126.496886364512,33.4881587278291,126.496886364512
5011065000,5011065000,제주특별자치도 제주시 연동,제주특별자치도 제주시 연동,33.4881587278291,126.496886364512,33.4881587278291,126.496886364512
5011065000,5011065000,제주특별자치도 제주시 연동,제주특별자치도 제주시 연동,33.4881587278291,126.496886364512,33.4881587278291,126.496886364512
5011065000,5011065000,제주특별자치도 제주시 연동,제주특별자치도 제주시 연동,33.4881587278291,126.496886364512,33.4881587278291,126.496886364512
5011067000,5011067000,제주특별자치도 제주시 외도동,제주특별자치도 제주시 외도동,33.4928558847398,126.432175190878,33.4928558847398,126.432175190878
5011067000,5011054000,제주특별자치도 제주시 외도동,제주특별자치도 제주시 이도2동,33.4928558847398,126.432175190878,33.4970469392194,126.535290947589
5011054000,5011067000,제주특별자치도 제주시 이도2동,제주특별자치도 제주시 외도동,33.4970469392194,126.535290947589,33.4928558847398,126.432175190878
5011054000,5011063000,제주특별자치도 제주시 이도2동,제주특별자치도 제주시 아라동,33.4970469392194,126.535290947589,33.4763364525424,126.545269320542
5011063000,5011054000,제주특별자치도 제주시 아라동,제주특별자치도 제주시 이도2동,33.4763364525424,126.545269320542,33.4970469392194,126.535290947589
5011065000,5011065000,제주특별자치도 제주시 연동,제주특별자치도 제주시 연동,33.4881587278291,126.496886364512,33.4881587278291,126.496886364512
5011065000,5011065000,제주특별자치도 제주시 연동,제주특별자치도 제주시 연동,33.4881587278291,126.496886364512,33.4881587278291,126.496886364512
5011065000,5011066000,제주특별자치도 제주시 연동,제주특별자치도 제주시 노형동,33.4881587278291,126.496886364512,33.4830787814711,126.477191625107
5011066000,5011065000,제주특별자치도 제주시 노형동,제주특별자치도 제주시 연동,33.4830787814711,126.477191625107,33.4881587278291,126.496886364512
5013057000,5013058000,제주특별자치도 서귀포시 동홍동,제주특별자치도 서귀포시 서홍동,33.2579021227116,126.56887224757,33.2559638228828,126.560176365515
5013058000,5013057000,제주특별자치도 서귀포시 서홍동,제주특별자치도 서귀포시 동홍동,33.2559638228828,126.560176365515,33.2579021227116,126.56887224757
5013032000,5013032000,제주특별자치도 서귀포시 표선면,제주특별자치도 서귀포시 표선면,33.3267161050578,126.83098213169,33.3267161050578,126.83098213169
5013032000,5013032000,제주특별자치도 서귀포시 표선면,제주특별자치도 서귀포시 표선면,33.3267161050578,126.83098213169,33.3267161050578,126.83098213169
5011052000,5011052000,제주특별자치도 제주시 일도2동,제주특별자치도 제주시 일도2동,33.5116350824138,126.538286876716,33.5116350824138,126.538286876716
5011052000,5011061000,제주특별자치도 제주시 일도2동,제주특별자치도 제주시 삼양동,33.5116350824138,126.538286876716,33.521885794087,126.585599365994
5011061000,5011054000,제주특별자치도 제주시 삼양동,제주특별자치도 제주시 이도2동,33.521885794087,126.585599365994,33.4970469392194,126.535290947589
5011054000,5011052000,제주특별자치도 제주시 이도2동,제주특별자치도 제주시 일도2동,33.4970469392194,126.535290947589,33.5116350824138,126.538286876716
5011025000,5011025000,제주특별자치도 제주시 한림읍,제주특별자치도 제주시 한림읍,33.4105783903146,126.266790495497,33.4105783903146,126.266790495497
5011025000,5011025000,제주특별자치도 제주시 한림읍,제주특별자치도 제주시 한림읍,33.4105783903146,126.266790495497,33.4105783903146,126.266790495497
5011025000,5011031000,제주특별자치도 제주시 한림읍,제주특별자치도 제주시 한경면,33.4105783903146,126.266790495497,33.3501250793777,126.184152847435
5011031000,5011031000,제주특별자치도 제주시 한경면,제주특별자치도 제주시 한경면,33.3501250793777,126.184152847435,33.3501250793777,126.184152847435
5011031000,5011025000,제주특별자치도 제주시 한경면,제주특별자치도 제주시 한림읍,33.3501250793777,126.184152847435,33.4105783903146,126.266790495497
5011067000,5011069000,제주특별자치도 제주시 외도동,제주특별자치도 제주시 도두동,33.4928558847398,126.432175190878,33.502900883327,126.468230562282
5011069000,5011067000,제주특별자치도 제주시 도두동,제주특별자치도 제주시 외도동,33.502900883327,126.468230562282,33.4928558847398,126.432175190878
5011067000,5011054000,제주특별자치도 제주시 외도동,제주특별자치도 제주시 이도2동,33.4928558847398,126.432175190878,33.4970469392194,126.535290947589
5011054000,5011067000,제주특별자치도 제주시 이도2동,제주특별자치도 제주시 외도동,33.4970469392194,126.535290947589,33.4928558847398,126.432175190878
5011065000,5011065000,제주특별자치도 제주시 연동,제주특별자치도 제주시 연동,33.4881587278291,126.496886364512,33.4881587278291,126.496886364512
5011065000,5011065000,제주특별자치도 제주시 연동,제주특별자치도 제주시 연동,33.4881587278291,126.496886364512,33.4881587278291,126.496886364512
5011065000,5011065000,제주특별자치도 제주시 연동,제주특별자치도 제주시 연동,33.4881587278291,126.496886364512,33.4881587278291,126.496886364512
5011065000,5011065000,제주특별자치도 제주시 연동,제주특별자치도 제주시 연동,33.4881587278291,126.496886364512,33.4881587278291,126.496886364512
5013055000,5013055000,제주특별자치도 서귀포시 효돈동,제주특별자치도 서귀포시 효돈동,33.2633027229067,126.615561813034,33.2633027229067,126.615561813034
5013055000,5013055000,제주특별자치도 서귀포시 효돈동,제주특별자치도 서귀포시 효돈동,33.2633027229067,126.615561813034,33.2633027229067,126.615561813034
5013055000,5013055000,제주특별자치도 서귀포시 효돈동,제주특별자치도 서귀포시 효돈동,33.2633027229067,126.615561813034,33.2633027229067,126.615561813034
5013055000,5013055000,제주특별자치도 서귀포시 효돈동,제주특별자치도 서귀포시 효돈동,33.2633027229067,126.615561813034,33.2633027229067,126.615561813034
5013025300,5013056000,제주특별자치도 서귀포시 남원읍,제주특별자치도 서귀포시 영천동,33.2798847892306,126.720665667691,33.2687603826491,126.586644405618
5013056000,5013025300,제주특별자치도 서귀포시 영천동,제주특별자치도 서귀포시 남원읍,33.2687603826491,126.586644405618,33.2798847892306,126.720665667691
5011025000,5011025000,제주특별자치도 제주시 한림읍,제주특별자치도 제주시 한림읍,33.4105783903146,126.266790495497,33.4105783903146,126.266790495497
5011025000,5011025000,제주특별자치도 제주시 한림읍,제주특별자치도 제주시 한림읍,33.4105783903146,126.266790495497,33.4105783903146,126.266790495497
5011061000,5011063000,제주특별자치도 제주시 삼양동,제주특별자치도 제주시 아라동,33.521885794087,126.585599365994,33.4763364525424,126.545269320542
5011060000,5011061000,제주특별자치도 제주시 화북동,제주특별자치도 제주시 삼양동,33.5202191791981,126.565465645477,33.521885794087,126.585599365994
